loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), magADC[0], magADC[1], magADC[2], BaroAlt (cm), gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 377701396,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 727, 305, -246, -67,   0,   0,   0,  79, 429, 4130, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
 16, 377717363,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -1,   1,   2,  81, 429, 4132, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
 32, 377733294,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -2,   1,   0,  81, 431, 4144, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
 48, 377749224,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -2,   1,   1,  78, 432, 4130, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
 64, 377765121,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -1,   0,   1,  82, 431, 4131, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
 80, 377781028,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -2,   0,   1,  84, 427, 4138, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
 96, 377796949,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -2,   0,   2,  80, 423, 4137, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
112, 377812880,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -1,   0,   2,  84, 435, 4135, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
128, 377828790,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -2,   0,   2,  81, 433, 4133, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
144, 377844786,   1,   0,  -6,   0,   0,  -1,   0,   0,   1,   0,  -5, 1100, 0.000, 726, 305, -239, -67,  -2,   0,   2,  79, 432, 4128, 1100, 1106, 1108, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
160, 377860735,   1,   0, -10,   0,   0,  -1,   0,   0,   1,   0, -10, 1100, 0.000, 726, 305, -239, -63,   0,   1,   2,  84, 427, 4131, 1100, 1110, 1112, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
176, 377876664,   1,   0, -22,   0,   0,  -1,   0,   0,   1,   0, -22, 1100, 0.000, 726, 305, -239, -63,  -1,   1,   1,  80, 427, 4136, 1100, 1122, 1124, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
192, 377892591,   1,   0, -33,   0,   0,  -1,   0,   0,   1,   0, -33, 1100, 0.000, 726, 305, -239, -61,  -2,   0,   1,  77, 429, 4132, 1100, 1133, 1135, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
208, 377908520,   1,   0, -33,   0,   0,  -3,   0,   0,   1,   0, -33, 1100, 0.000, 731, 306, -251, -60,   0,   1,   3,  84, 424, 4134, 1100, 1135, 1137, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
224, 377924459,   1,   0, -36,   0,   0,  -3,   0,   0,   1,   0, -36, 1100, 0.000, 731, 306, -251, -60,  -2,   1,   1,  83, 427, 4138, 1100, 1138, 1140, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
240, 377940404,   1,   0, -16,   0,   0,  -1,   0,   0,   1,   0, -15, 1100, 0.000, 731, 306, -251, -59,   0,   1,   2,  80, 432, 4121, 1100, 1116, 1118, 1100, 0, SMALL_ANGLE, IDLE, 1, 1
256, 377956341,   1,   0,  15,   0,   0,   0,   0,   0,   1,   0,  16, 1100, 0.000, 731, 306, -251, -59,  -3,  -1,   3,  85, 431, 4138, 1114, 1100, 1100, 1116, 0, SMALL_ANGLE, IDLE, 1, 1
272, 377972267,   1,   0,  19,   0,   0,   0,   0,   0,   1,   0,  21, 1100, 0.000, 731, 306, -251, -59,  -1,   1,   1,  90, 428, 4122, 1118, 1100, 1100, 1120, 0, SMALL_ANGLE, IDLE, 1, 1
288, 377988200,   1,   0,  19,   0,   0,   1,   0,   0,   1,   0,  21, 1100, 0.000, 731, 306, -251, -59,  -3,   0,   1,  92, 420, 4132, 1119, 1100, 1100, 1121, 0, SMALL_ANGLE, IDLE, 1, 1
304, 378004124,   1,   0,   8,   0,   0,   2,   0,   0,   1,   0,   9, 1130, 0.000, 731, 306, -251, -59,  -3,   1,   1,  84, 425, 4138, 1139, 1119, 1121, 1141, 0, SMALL_ANGLE, IDLE, 1, 1
320, 378020052,   1,   0, -16,   0,   0,   1,   0,   0,   1,   0, -16, 1160, 0.000, 727, 305, -239, -59,  -1,  -1,   1,  78, 419, 4138, 1144, 1174, 1176, 1146, 0, SMALL_ANGLE, IDLE, 1, 1
336, 378035968,   1,   0, -17,   0,   0,   0,   0,   0,   1,   0, -17, 1172, 0.000, 727, 305, -239, -59,  -2,   1,   2,  84, 426, 4126, 1154, 1188, 1190, 1156, 0, SMALL_ANGLE, IDLE, 1, 1
352, 378051891,   1,   0, -17,   0,   0,  -1,   0,   0,   1,   0, -17, 1172, 0.000, 727, 305, -239, -59,  -2,   0,   2,  83, 425, 4136, 1153, 1189, 1191, 1155, 0, SMALL_ANGLE, IDLE, 1, 1
368, 378067766,   1,   0, -24,   0,   0,  -3,   0,   0,   1,   0, -24, 1226, 0.000, 727, 305, -239, -59,  -1,   0,   1,  90, 425, 4140, 1198, 1252, 1254, 1200, 0, SMALL_ANGLE, IDLE, 1, 1
384, 378083707,   1,   0, -39,   0,   0,  -5,   0,   0,   1,   0, -39, 1293, 0.000, 727, 305, -239, -59,  -2,   1,   2,  85, 428, 4138, 1248, 1336, 1338, 1250, 0, SMALL_ANGLE, IDLE, 1, 1
400, 378099644,   1,   0, -50,   1,   0,  -8,   0,   0,   1,   0, -51, 1355, 0.000, 727, 305, -239, -59,  -3,   1,   1,  82, 429, 4125, 1295, 1411, 1415, 1299, 0, SMALL_ANGLE, IDLE, 1, 1
416, 378115589,   1,   0, -69,   1,   0, -11,   0,   0,   1,   0, -70, 1393, 0.008, 731, 304, -252, -59,  -1,   1,   0,  79, 427, 4133, 1311, 1471, 1475, 1315, 0, SMALL_ANGLE, IDLE, 1, 1
432, 378131490,   1,   0, -69,   1,   0, -16,   0,   0,   1,   0, -70, 1393, 0.008, 731, 304, -252, -59,  -3,   1,   2,  87, 430, 4136, 1306, 1476, 1480, 1310, 0, SMALL_ANGLE, IDLE, 1, 1
448, 378147400,   1,   0, -85,   1,   0, -20,   2,  -2,   1,   0, -80, 1409, 0.008, 731, 304, -252, -59,   9,  -2,  37,  67, 467, 4109, 1298, 1512, 1516, 1310, 0, SMALL_ANGLE, IDLE, 1, 1
464, 378163326,   1,   1, -40,   1,  -1, -25,  -8,   2,   1,   0, -62, 1419, 0.008, 731, 304, -252, -59,   5, -19, -134, 104, 408, 4119, 1362, 1488, 1480, 1346, 0, SMALL_ANGLE, IDLE, 1, 1
480, 378179248,   1,  -1, -51,   1,  -1, -29,   4,   1,   1,   0, -33, 1430, 0.008, 731, 304, -252, -59,   6,   8, 110, 109, 395, 4186, 1343, 1505, 1515, 1357, 0, SMALL_ANGLE, IDLE, 1, 1
496, 378195194,  -2,   0, -17,   1,  -1, -30,  -4,  -3,   1,   0, -33, 1430, 0.000, 731, 304, -252, -59,  49,  -3, -96,  71, 479, 4088, 1384, 1486, 1468, 1382, 0, SMALL_ANGLE, IDLE, 1, 1
512, 378211114,   6,   0, -16,   2,  -1, -32,  -2,   2,   1,   0,  -5, 1439, 0.000, 808, 434, -163, -59, -56,  -7,  63, 108, 378, 4204, 1386, 1480, 1494, 1396, 0, SMALL_ANGLE, IDLE, 1, 1
528, 378227056,  -1,  -1,  13,   2,  -1, -31,   2,   0,   1,   0,  -4, 1439, 0.000, 808, 434, -163, -59,  33,  11, -106,  30, 413, 4194, 1416, 1456, 1458, 1426, 0, SMALL_ANGLE, IDLE, 1, 1
544, 378242998,   5,   1,  -8,   2,  -1, -31,   2,   1,   1,   0,  -4, 1439, 0.000, 808, 434, -163, -59, -45, -26,  22,  -7, 354, 4203, 1392, 1468, 1488, 1408, 0, SMALL_ANGLE, IDLE, 1, 1
560, 378258925,  12,   7,  15,   3,   0, -30,   5,   2,   1,   0,  -4, 1439, 0.000, 808, 434, -163, -59, -130, -94, -116, 733, 305, 4213, 1413, 1425, 1483, 1435, 0, SMALL_ANGLE, IDLE, 1, 1
576, 378274862,  20,   7,  -2,   4,   1, -30,   0,  -7,   1,   0,  -4, 1439, 0.000, 808, 434, -163, -59, -231, -95, -17, 1792, -3705, 4389, 1384, 1446, 1496, 1430, 0, SMALL_ANGLE, IDLE, 1, 1
592, 378290802,  20,   4, -19,   6,   1, -31,  -5,  -2,   1,   0,  -4, 1439, 0.000, 808, 434, -163, -59, -226, -58,  88, 681, -1016, 4571, 1371, 1465, 1513, 1407, 0, SMALL_ANGLE, IDLE, 1, 1
608, 378306716,   9,  -4,   5,   8,   1, -32,  -9,  -5,   1,   0,  -4, 1439, 0.000, 808, 434, -163, -59, -88,  41, -56, 1650, -2268, 4738, 1396, 1466, 1466, 1428, 0, SMALL_ANGLE, IDLE, 1, 1
624, 378322692,  -5,  -1,  -7,   8,   1, -32,  -6,   7,   1,   0,  -5, 1439, 0.000, 1027, 383, -20, -59,  79,  15,   8, 1244, -134, 5084, 1410, 1474, 1482, 1390, 0, SMALL_ANGLE, IDLE, 1, 1
640, 378338619,  -6,  12,   0,   7,   2, -33,   6,   6,   1,   0,  -5, 1439, 0.000, 1027, 383, -20, -59,  92, -150, -39, 304, 126, 4623, 1419, 1445, 1499, 1393, 0, SMALL_ANGLE, IDLE, 1, 1
656, 378354533,  -4,  23,  -2,   7,   3, -33,   4,   1,   1,   0, -15, 1439, 0.000, 1027, 383, -20, -62,  69, -291, -80, 112, -466, 5579, 1424, 1440, 1508, 1384, 0, SMALL_ANGLE, IDLE, 1, 1
672, 378370467,  -3,  21,   7,   6,   6, -33,   4,  -6,   1,   0, -21, 1439, 0.000, 1027, 383, -20, -64,  59, -266, -174, 219, -799, 6764, 1427, 1437, 1493, 1399, 0, SMALL_ANGLE, IDLE, 1, 1
688, 378386437,  -4,  16,  -1,   6,   7, -32,  -1,  -5,   1,   0, -20, 1439, 0.000, 1027, 383, -20, -64,  74, -206, -119,  44, -276, 5699, 1423, 1453, 1491, 1389, 0, SMALL_ANGLE, IDLE, 1, 1
704, 378402372,  -7,   8,  23,   6,   9, -32,  -7,  -3,   1,   0, -10, 1439, 0.000, 1027, 383, -20, -68, 109, -103, -203, 1120, -85, 6390, 1452, 1442, 1454, 1408, 0, SMALL_ANGLE, IDLE, 1, 1
720, 378418322,  -6,  -1,  15,   5,   9, -30,   2,  -3,   1,   0, -10, 1439, 0.000, 923, 416, -112, -68,  98,   4, -158, 316, -1282, 5343, 1428, 1448, 1460, 1420, 0, SMALL_ANGLE, IDLE, 1, 1
736, 378434286,  -6,   1,  22,   4,   9, -29,   2,   0,   1,   0,  -5, 1439, 0.000, 923, 416, -112, -71,  88, -21, -170, -66, -997, 6287, 1442, 1436, 1456, 1422, 0, SMALL_ANGLE, IDLE, 1, 1
752, 378450213,   0,   4,   7,   4,   9, -29,  -2,  -2,   1,   0,  -5, 1439, 0.000, 923, 416, -112, -73,  13, -55, -83, -157, -304, 6482, 1426, 1448, 1474, 1408, 0, SMALL_ANGLE, IDLE, 1, 1
768, 378466157,  -5,   0,  11,   4,  10, -27,  -4,  -3,   1,   0,  -6, 1439, 0.000, 923, 416, -112, -73,  85,  -9, -107, 208, -461, 7194, 1435, 1453, 1457, 1411, 0, SMALL_ANGLE, IDLE, 1, 1
784, 378482087,  -7,  -4,  30,   3,   9, -26,   0,  -4,   1,   0,  -5, 1438, 0.000, 923, 416, -112, -70, 110,  49, -218, 133, -47, 5996, 1447, 1437, 1431, 1437, 0, SMALL_ANGLE, IDLE, 1, 1
800, 378497988,  -5,  -4,   3,   3,   9, -25,   0,   0,   1,   0,  -5, 1438, 0.000, 923, 416, -112, -68,  77,  49, -56,  63, -398, 5989, 1423, 1457, 1463, 1409, 0, SMALL_ANGLE, IDLE, 1, 1
816, 378513930,  -4,  -1,  18,   2,   8, -24,   2,   9,   1,   0,  -5, 1439, 0.000, 899, 394, -137, -68,  65,  13, -146, 247, 202, 5716, 1449, 1429, 1461, 1417, 0, SMALL_ANGLE, IDLE, 1, 1
832, 378529857,  -1,   3,  13,   2,   9, -23,   1,   2,   1,   0,  -5, 1439, 0.000, 899, 394, -137, -67,  31, -44, -118, 180, -148, 7331, 1441, 1433, 1465, 1417, 0, SMALL_ANGLE, IDLE, 1, 1
848, 378545788,   5,  10,   7,   2,   9, -23,   4,  -4,   1,   0,  -8, 1439, 0.000, 899, 394, -137, -67, -47, -130, -93,  48, -121, 6379, 1427, 1429, 1481, 1419, 0, SMALL_ANGLE, IDLE, 1, 1
864, 378561733,   0,   5,   7,   3,  10, -22,  -7,  -5,   1,   0,  -8, 1439, 0.000, 899, 394, -137, -63,  15, -65, -96,  -6, 792, 5711, 1438, 1448, 1460, 1410, 0, SMALL_ANGLE, IDLE, 1, 1
880, 378577696,  -5,  -6,  18,   2,  10, -22,  -1,  -6,   1,   0, -18, 1439, 0.000, 899, 394, -137, -61,  78,  71, -222, 424,  81, 5755, 1437, 1449, 1437, 1433, 0, SMALL_ANGLE, IDLE, 1, 1
896, 378593653, -12, -16,  29,   2,   9, -21,   0,  -5,   1,   0, -30, 1439, 0.000, 899, 394, -137, -61, 165, 184, -356, 384, -522, 6218, 1445, 1453, 1409, 1449, 0, SMALL_ANGLE, IDLE, 1, 1
912, 378609596, -11, -16,  -2,   0,   7, -21,   0,   2,   1,   0, -39, 1439, 0.000, 899, 394, -137, -60, 150, 191, -226, 498, -508, 5290, 1420, 1480, 1444, 1412, 0, SMALL_ANGLE, IDLE, 1, 1
928, 378625517,  -3,  -8, -11,   0,   6, -22,   2,   4,   1,   0, -44, 1438, 0.000, 910, 394, -142, -56,  52,  93, -199, 289, -484, 5487, 1408, 1470, 1472, 1402, 0, SMALL_ANGLE, IDLE, 1, 1
944, 378641458,   6,   3,   7,   0,   6, -22,   7,   5,   1,   0, -44, 1438, 0.000, 910, 394, -142, -56, -52, -49, -306, -233, 233, 5349, 1424, 1426, 1480, 1422, 0, SMALL_ANGLE, IDLE, 1, 1
960, 378657406,  12,  13,   9,   1,   7, -22,   2,   2,   1,   0, -65, 1426, 0.000, 910, 394, -142, -53, -124, -164, -444, 137, 165, 5593, 1420, 1402, 1476, 1406, 0, SMALL_ANGLE, IDLE, 1, 1
976, 378673373,   6,  13,  -8,   2,   8, -23,   2,  -1,   1,   0, -96, 1409, 0.000, 910, 394, -142, -53, -61, -167, -522, 141, -270, 5681, 1388, 1410, 1470, 1368, 0, SMALL_ANGLE, IDLE, 1, 1
992, 378689321,   1,   7, -38,   2,   9, -26,  -1,  -3,   1,   0, -132, 1388, 0.000, 910, 394, -142, -48,   2, -88, -551, 159, 139, 5236, 1335, 1437, 1467, 1313, 0, SMALL_ANGLE, IDLE, 1, 1
1008, 378705259,  -3,  -2, -50,   2,   9, -28,  -2,  -4,   1,   0, -150, 1380, 0.000, 910, 394, -142, -45,  53,  25, -584, 364, 229, 5289, 1308, 1458, 1458, 1296, 0, SMALL_ANGLE, IDLE, 1, 1
1024, 378721201,  -4,  -8, -24,   1,   9, -30,   4,  -3,   1,   0, -150, 1380, 0.000, 919, 387, -181, -45,  70,  93, -740, 891, -1052, 5600, 1323, 1435, 1433, 1329, 0, SMALL_ANGLE, IDLE, 1, 1
1040, 378737138,   1,  -8, -21,   1,   8, -31,   2,   0,   1,   0, -165, 1378, 0.000, 919, 387, -181, -40,   7,  95, -851, 537, -175, 5811, 1322, 1426, 1434, 1330, 0, SMALL_ANGLE, IDLE, 1, 1
1056, 378753076,   8,  -6, -26,   2,   7, -32,   5,   0,   1,   0, -177, 1378, 0.000, 919, 387, -181, -37, -82,  74, -886, 127, -723, 3320, 1306, 1420, 1452, 1334, 0, SMALL_ANGLE, IDLE, 1, 1
1072, 378769031,  11,  -3, -42,   3,   7, -34,  -2,  -1,   1,   0, -199, 1378, 0.000, 919, 387, -181, -37, -119,  29, -921, 466, -1042, 4711, 1293, 1439, 1469, 1311, 0, SMALL_ANGLE, IDLE, 1, 1
1088, 378784987,  13,   0,  -6,   4,   7, -36,   0,   4,   1,   0, -199, 1378, 0.000, 919, 387, -181, -32, -145,  -9, -1141, 499, 287, 3611, 1330, 1392, 1448, 1342, 0, SMALL_ANGLE, IDLE, 1, 1
1104, 378800956,  12,   2, -10,   5,   7, -37,   2,   1,   1,   0, -214, 1378, 0.000, 919, 387, -181, -32, -135, -38, -1202, 184,  85, 5008, 1322, 1396, 1454, 1340, 0, SMALL_ANGLE, IDLE, 1, 1
1120, 378816900,   5,   7, -31,   6,   8, -38,  -3,  -2,   1,   0, -226, 1378, 0.000, 887, 310, -189, -22, -43, -90, -1145, 1139, -171, 5012, 1314, 1426, 1468, 1304, 0, SMALL_ANGLE, IDLE, 1, 1
1136, 378832835,   3,   9, -22,   6,   8, -40,  -7,  -3,   1,   0, -241, 1378, 0.000, 887, 310, -189, -16, -26, -114, -1286, 781, -305, 4871, 1328, 1424, 1456, 1304, 0, SMALL_ANGLE, IDLE, 1, 1
1152, 378848756,   5,   4, -36,   7,   9, -41,   4,  -1,   1,   0, -265, 1377, 0.000, 887, 310, -189, -16, -44, -59, -1351, 207,  19, 3527, 1296, 1426, 1482, 1304, 0, SMALL_ANGLE, IDLE, 1, 1
1168, 378864699,   3,   0, -19,   7,   9, -42,  -2,   0,   1,   0, -265, 1377, 0.000, 887, 310, -189, -9, -26,   0, -1451, 290,  15, 4509, 1317, 1421, 1455, 1315, 0, SMALL_ANGLE, IDLE, 1, 1
1184, 378880635,   3,  -7, -10,   7,   9, -44,   2,  -5,   1,   0, -290, 1377, 0.000, 887, 310, -189, -2, -18,  77, -1649,  46, -273, 5130, 1308, 1422, 1440, 1338, 0, SMALL_ANGLE, IDLE, 1, 1
1200, 378896532,   3,  -9, -19,   8,   8, -45,  -1,  -5,   1,   0, -295, 1378, 0.000, 887, 310, -189, -2, -24, 111, -1626,  53, -144, 5290, 1298, 1438, 1446, 1330, 0, SMALL_ANGLE, IDLE, 1, 1
1216, 378912431,   4,  -7,  10,   8,   7, -45,  -3,   4,   1,   0, -285, 1379, 0.000, 887, 310, -189, 2, -38,  81, -1742, 268, 296, 4265, 1339, 1401, 1427, 1349, 0, SMALL_ANGLE, IDLE, 1, 1
1232, 378928365,   6,  -3,   8,   9,   7, -44,   1,   4,   1,   0, -285, 1379, 0.000, 899, 300, -189, 2, -52,  38, -1729, 286, -506, 3885, 1335, 1391, 1439, 1351, 0, SMALL_ANGLE, IDLE, 1, 1
1248, 378944333,   6,   0,  16,   9,   7, -42,   3,   0,   1,   0, -273, 1379, 0.000, 899, 300, -189, 8, -57, -15, -1706,  89, -284, 3806, 1342, 1380, 1430, 1364, 0, SMALL_ANGLE, IDLE, 1, 1
1264, 378960280,   5,   3,  34,  10,   7, -40,   0,   0,   1,   0, -262, 1379, 0.000, 899, 300, -189, 12, -48, -45, -1748,  22, -432, 4774, 1368, 1360, 1410, 1378, 0, SMALL_ANGLE, IDLE, 1, 1
1280, 378976223,   2,   5,  25,  10,   7, -38,  -2,  -2,   1,   0, -253, 1380, 0.000, 899, 300, -189, 12, -14, -71, -1646, -128, -253, 4769, 1367, 1373, 1413, 1367, 0, SMALL_ANGLE, IDLE, 1, 1
1296, 378992190,   0,   9,  41,  10,   8, -36,  -4,   1,   1,   0, -238, 1379, 0.000, 899, 300, -189, 18,  24, -123, -1653,  20,  10, 5076, 1396, 1350, 1398, 1372, 0, SMALL_ANGLE, IDLE, 1, 1
1312, 379008109,  -4,   8,  29,  10,   9, -34,  -8,   2,   1,   0, -238, 1379, 0.000, 899, 300, -189, 25,  70, -107, -1578, -40, -143, 5404, 1395, 1367, 1401, 1353, 0, SMALL_ANGLE, IDLE, 1, 1
1328, 379024059,  -7,   7,  31,  10,   9, -32,  -6,   2,   1,   0, -228, 1379, 0.000, 900, 256, -178, 25, 105, -97, -1535,  -6, -117, 5274, 1399, 1365, 1395, 1357, 0, SMALL_ANGLE, IDLE, 1, 1
1344, 379040011, -12,   5,  21,   9,  10, -31,  -7,  -3,   1,   0, -220, 1378, 0.000, 900, 256, -178, 32, 169, -71, -1428, -55,  24, 4548, 1390, 1386, 1390, 1346, 0, SMALL_ANGLE, IDLE, 1, 1
1360, 379055937, -12,   5,  20,   8,  10, -29,  -2,  -5,   1,   0, -218, 1377, 0.000, 900, 256, -178, 32, 168, -67, -1408, -316,  99, 4591, 1384, 1382, 1390, 1352, 0, SMALL_ANGLE, IDLE, 1, 1
1376, 379071899, -14,   0,  51,   6,  11, -27,   0,  -6,   1,   0, -213, 1378, 0.000, 900, 256, -178, 36, 194, -11, -1564, -383, -150, 4536, 1415, 1357, 1351, 1389, 0, SMALL_ANGLE, IDLE, 1, 1
1392, 379087870, -11,  -2,  23,   5,  11, -25,   2,  -3,   1,   0, -213, 1378, 0.000, 900, 256, -178, 39, 152,  19, -1398, 202, -481, 4701, 1386, 1378, 1382, 1366, 0, SMALL_ANGLE, IDLE, 1, 1
1408, 379103810,  -8,   0,  17,   4,  11, -24,   2,  -1,   1,   0, -205, 1378, 0.000, 900, 256, -178, 39, 118,  -2, -1315, -91, -431, 3663, 1383, 1377, 1393, 1359, 0, SMALL_ANGLE, IDLE, 1, 1
1424, 379119758,  -6,   2,  31,   4,  11, -22,   2,   1,   0,   0, -197, 1378, 0.000, 935, 244, -188, 44,  69, -37, -1348, 306, 255, 3639, 1401, 1355, 1383, 1373, 0, SMALL_ANGLE, IDLE, 1, 1
1440, 379135693,  -2,   6,  36,   3,  11, -20,   2,   0,   0,   0, -181, 1377, 0.000, 935, 244, -188, 47,  20, -78, -1286, 188, -372, 4986, 1407, 1341, 1381, 1379, 0, SMALL_ANGLE, IDLE, 1, 1
1456, 379151651,   0,   6,  27,   3,  12, -18,   1,  -1,   0,   0, -181, 1377, 0.000, 935, 244, -188, 47,  -5, -87, -1234, 1873, -122, 4893, 1399, 1347, 1389, 1373, 0, SMALL_ANGLE, IDLE, 1, 1
1472, 379167585,   0,   6,  47,   4,  12, -15,  -1,  -3,   0,  -1, -162, 1377, 0.000, 935, 244, -188, 52, -12, -115, -1240, 2128, -2259, 4623, 1421, 1327, 1363, 1397, 0, SMALL_ANGLE, IDLE, 1, 1
1488, 379183507,  -2,   1,  37,   3,  13, -12,   2,  -4,   0,  -3, -134, 1377, 0.000, 935, 244, -188, 52,  23, -96, -1016, 1403, -197, 4755, 1409, 1339, 1365, 1395, 0, SMALL_ANGLE, IDLE, 1, 1
1504, 379199474,  -3,  -7,  69,   3,  12,  -8,   2,   2,   0,  -6, -105, 1375, 0.008, 935, 244, -188, 55,  28, -71, -1042, 2321, -205, 4374, 1441, 1305, 1323, 1431, 0, SMALL_ANGLE, IDLE, 1, 1
1520, 379215400,  -2, -11,  70,   3,  11,  -5,   2,   1,   0,  -7, -83, 1365, 0.008, 935, 244, -188, 60,  23, -46, -913, 1374, -278, 4875, 1428, 1296, 1304, 1432, 0, SMALL_ANGLE, IDLE, 1, 1
1536, 379231363,  -1, -10,  35,   3,  10,  -2,   0,   2,   0,  -7, -83, 1365, 0.000, 964, 220, -189, 60,  15, -57, -702, 322,  -4, 5430, 1398, 1328, 1336, 1398, 0, SMALL_ANGLE, IDLE, 1, 1
1552, 379247318,   3,  -6,  27,   3,  10,   1,   1,   4,   0,  -8, -69, 1355, 0.000, 964, 220, -189, 63, -40, -130, -576,  57, 118, 4840, 1384, 1312, 1342, 1382, 0, SMALL_ANGLE, IDLE, 1, 1
1568, 379263277,   1,   1,  20,   3,   9,   2,   0,   7,   0,  -9, -66, 1338, 0.000, 964, 220, -189, 68, -24, -241, -514, -201,  14, 4345, 1373, 1295, 1337, 1347, 0, SMALL_ANGLE, IDLE, 1, 1
1584, 379279203,  -2,   5,  33,   3,  10,   3,  -3,  -1,   0, -10, -58, 1326, 0.000, 964, 220, -189, 68,  17, -314, -549, -151, -61, 4432, 1378, 1278, 1302, 1346, 0, SMALL_ANGLE, IDLE, 1, 1
1600, 379295170,  -2,   7,  32,   3,  10,   5,  -1,  -3,   0, -10, -45, 1312, 0.000, 964, 220, -189, 75,  18, -335, -465, 100, -59, 4613, 1363, 1261, 1289, 1335, 0, SMALL_ANGLE, IDLE, 1, 1
1616, 379311106,  -2,   6,  29,   3,  11,   7,  -1,  -3,   0, -10, -45, 1312, 0.000, 964, 220, -189, 75,  23, -323, -448, 1235, -394, 4427, 1362, 1262, 1290, 1334, 0, SMALL_ANGLE, IDLE, 1, 1
1632, 379327047,  -4,   0,  36,   2,  11,   9,   0,  -4,   0, -10, -29, 1306, 0.000, 975, 192, -222, 79,  49, -255, -393, 2326, -622, 3299, 1360, 1256, 1266, 1342, 0, SMALL_ANGLE, IDLE, 1, 1
1648, 379342966,  -8,  -3,  29,   2,  11,  11,  -3,  -4,   0, -10, -17, 1304, 0.000, 975, 192, -222, 85,  88, -213, -279, 1379, -2332, 3206, 1357, 1269, 1259, 1331, 0, SMALL_ANGLE, IDLE, 1, 1
1664, 379358913, -11,  -3,  18,   1,  11,  12,   3,   3,   0, -10, -14, 1304, 0.000, 975, 192, -222, 85, 130, -218, -199, 609, -991, 3291, 1352, 1270, 1278, 1316, 0, SMALL_ANGLE, IDLE, 1, 1
1680, 379374842,  -4,  -5,   0,   0,  11,  13,   2,   0,   0, -10, -14, 1304, 0.000, 975, 192, -222, 88,  40, -184, -88,  89, -67, 3488, 1325, 1287, 1295, 1309, 0, SMALL_ANGLE, IDLE, 1, 1
1696, 379390795,  11,  -3, -14,   1,  10,  13,  10,   2,   1,  -9, -12, 1304, 0.000, 975, 192, -222, 90, -120, -195,  10,  72, -207, 3731, 1290, 1274, 1336, 1316, 0, SMALL_ANGLE, IDLE, 1, 1
1712, 379406746,  19,   1,  -6,   2,  10,  13,   5,   0,   1,  -8, -11, 1305, 0.000, 975, 192, -222, 90, -213, -219, -37, 397, 355, 3336, 1297, 1261, 1335, 1327, 0, SMALL_ANGLE, IDLE, 1, 1
1728, 379422683,  19,   3,   4,   4,  11,  13,  -5,  -2,   1,  -8,  -8, 1306, 0.000, 986, 186, -236, 94, -210, -247, -76, 239, 124, 3552, 1317, 1259, 1319, 1329, 0, SMALL_ANGLE, IDLE, 1, 1
1744, 379438623,  18,  10,   1,   6,  11,  13,  -1,   4,   1,  -7,  -8, 1307, 0.000, 986, 186, -236, 94, -197, -298, -58,  91, -69, 3645, 1323, 1245, 1341, 1319, 0, SMALL_ANGLE, IDLE, 1, 1
