loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), magADC[0], magADC[1], magADC[2], BaroAlt (cm), gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
25632, 403236102,  13,  -4, -26,  -2,  -7,  -6,   2,   0,   1,  -2,  -6, 1297, 0.000, 901, 201, -218, 86, -145,  -4, 119,  11,  77, 3576, 1241, 1327, 1331, 1289, 0, SMALL_ANGLE, IDLE, 1, 1
25648, 403252037,  14,   2,   5,  -1,  -7,  -7,   0,   6,   1,  -2,  -6, 1297, 0.000, 901, 201, -218, 86, -151, -85, -68, 275, -64, 3526, 1283, 1285, 1313, 1307, 0, SMALL_ANGLE, IDLE, 1, 1
25664, 403267965,  13,   6,   5,   0,  -7,  -7,  -3,   2,   1,  -2,  -6, 1296, 0.000, 901, 201, -218, 86, -141, -133, -69, 128, -87, 3544, 1285, 1287, 1309, 1303, 0, SMALL_ANGLE, IDLE, 1, 1
25680, 403283899,   8,   9, -12,   1,  -6,  -7,   0,   2,   1,  -2,  -5, 1296, 0.000, 901, 201, -218, 86, -84, -169,  42, 122, 114, 3217, 1273, 1301, 1329, 1281, 0, SMALL_ANGLE, IDLE, 1, 1
25696, 403299872,   2,  11,   4,   2,  -5,  -7,  -3,  -2,   1,  -2,  -6, 1296, 0.000, 901, 201, -218, 86, -11, -189, -67, -90, -272, 3371, 1296, 1294, 1304, 1290, 0, SMALL_ANGLE, IDLE, 1, 1
25712, 403315800,  -1,  11,   6,   2,  -4,  -6,   0,   0,   1,  -2,  -5, 1296, 0.000, 888, 151, -218, 86,  30, -195, -74, 319, -254, 3134, 1302, 1288, 1304, 1290, 0, SMALL_ANGLE, IDLE, 1, 1
25728, 403331737,  -9,   7,  10,   1,  -3,  -7,  -6,  -3,   1,  -2,  -5, 1296, 0.000, 888, 151, -218, 86, 128, -140, -98,  92, -220, 3685, 1314, 1306, 1280, 1284, 0, SMALL_ANGLE, IDLE, 1, 1
25744, 403347678, -13,   2,  10,   0,  -3,  -6,  -3,   0,   1,  -2,  -4, 1296, 0.000, 888, 151, -218, 82, 174, -84, -90, 315, -255, 3742, 1315, 1309, 1275, 1285, 0, SMALL_ANGLE, IDLE, 1, 1
25760, 403363606, -13,  -2,  11,  -1,  -3,  -6,  -3,  -5,   1,  -1,  -3, 1298, 0.000, 888, 151, -218, 80, 180,  -6, -93, 725, -365, 3555, 1310, 1320, 1266, 1296, 0, SMALL_ANGLE, IDLE, 1, 1
25776, 403379526,  -8,  -5,   5,  -2,  -3,  -6,  11,  -1,   1,  -1,  -4, 1298, 0.000, 888, 151, -218, 80, 115,  29, -56, 254, -10, 3700, 1287, 1307, 1291, 1307, 0, SMALL_ANGLE, IDLE, 1, 1
25792, 403395445,  -5,  -7,   3,  -3,  -4,  -6,   2,  -3,   1,  -1,  -4, 1298, 0.000, 888, 151, -218, 78,  81,  51, -51,  98,  35, 3681, 1287, 1321, 1281, 1303, 0, SMALL_ANGLE, IDLE, 1, 1
25808, 403411394,  -1,  -4,  -9,  -3,  -4,  -6,   4,   4,   1,   0,  -5, 1299, 0.000, 888, 151, -218, 78,  32,  42,  21, 194, -118, 3490, 1280, 1318, 1310, 1288, 0, SMALL_ANGLE, IDLE, 1, 1
25824, 403427338,   7,  -5,  13,  -3,  -5,  -6,   2,   0,   1,   0,  -4, 1299, 0.000, 875, 182, -219, 77, -68,  56, -107, 171, 136, 3807, 1290, 1296, 1288, 1322, 0, SMALL_ANGLE, IDLE, 1, 1
25840, 403443279,  14,  -4, -10,  -2,  -5,  -6,   7,   0,   1,   0,  -3, 1301, 0.000, 875, 182, -219, 77, -159,  45,  38, 434, -15, 3420, 1257, 1307, 1327, 1313, 0, SMALL_ANGLE, IDLE, 1, 1
25856, 403459222,  14,  -6,  21,   0,  -5,  -6,  -4,  -5,   0,  -1,  -2, 1301, 0.000, 875, 182, -219, 77, -172,  45, -140, 124,  77, 3499, 1290, 1292, 1280, 1342, 0, SMALL_ANGLE, IDLE, 1, 1
25872, 403475159,  17,  -2,   7,   1,  -6,  -5,  -2,   1,   0,  -1,  -2, 1301, 0.000, 875, 182, -219, 77, -215,  -9, -60, 157, -57, 3690, 1280, 1290, 1308, 1326, 0, SMALL_ANGLE, IDLE, 1, 1
25888, 403491103,  13,   0,  15,   3,  -6,  -4,  -3,   2,   0,  -1,  -2, 1302, 0.000, 875, 182, -219, 77, -171, -38, -111, 239, 148, 3966, 1296, 1282, 1300, 1330, 0, SMALL_ANGLE, IDLE, 1, 1
25904, 403507054,   9,   1,   8,   4,  -6,  -4,  -5,   3,   0,  -2,  -1, 1302, 0.000, 875, 182, -219, 77, -122, -73, -61,  71, -124, 3799, 1296, 1292, 1304, 1316, 0, SMALL_ANGLE, IDLE, 1, 1
25920, 403522985,   2,   1,  -2,   4,  -6,  -4,  -4,   3,   0,  -3,  -1, 1302, 0.000, 894, 160, -214, 77, -30, -98,   6, 222, -14, 3536, 1292, 1308, 1308, 1300, 0, SMALL_ANGLE, IDLE, 1, 1
25936, 403538942,  -7,  -5,  -4,   4,  -6,  -5,  -8,  -6,   0,  -4,   0, 1307, 0.000, 894, 160, -214, 77,  83, -50,  25, 233, -208, 3650, 1292, 1344, 1288, 1304, 0, SMALL_ANGLE, IDLE, 1, 1
25952, 403554890, -17,  -8,   0,   3,  -6,  -5,  -4,  -2,   0,  -4,   0, 1307, 0.000, 894, 160, -214, 77, 200, -13,   1, 179, 107, 3390, 1304, 1346, 1278, 1300, 0, SMALL_ANGLE, IDLE, 1, 1
25968, 403570836, -19, -14,  -2,   1,  -8,  -6,  -5,   0,   0,  -6,   0, 1315, 0.000, 894, 160, -214, 73, 225,  12,   9, 231,  82, 3706, 1308, 1368, 1278, 1306, 0, SMALL_ANGLE, IDLE, 1, 1
25984, 403586771, -12, -13,  -2,   0,  -9,  -6,   4,   4,   0,  -7,  -1, 1322, 0.000, 894, 160, -214, 73, 141, -23,  -2, 196,  73, 3877, 1304, 1356, 1304, 1324, 0, SMALL_ANGLE, IDLE, 1, 1
26000, 403602694,  -3,  -7, -16,  -1, -10,  -5,   3,   3,   1,  -8,  -3, 1327, 0.000, 894, 160, -214, 71,  58, -120,  72, 107, -28, 3823, 1293, 1363, 1333, 1319, 0, SMALL_ANGLE, IDLE, 1, 1
26016, 403618622,   7,   5,   1,  -1, -10,  -6,   8,   3,   1,  -8,  -3, 1327, 0.000, 880, 185, -208, 70, -74, -260, -30, -253, 145, 3817, 1306, 1320, 1344, 1338, 0, SMALL_ANGLE, IDLE, 1, 1
26032, 403634551,  13,  16, -10,   0,  -9,  -6,   7,   6,   1,  -9,  -3, 1330, 0.000, 880, 185, -208, 70, -137, -417,  43, 198,  44, 3771, 1307, 1313, 1379, 1321, 0, SMALL_ANGLE, IDLE, 1, 1
26048, 403650509,  13,  22,  -1,   1,  -7,  -6,  -2,   1,   1,  -9,  -3, 1337, 0.008, 880, 185, -208, 66, -137, -497, -18, 212, -463, 4113, 1334, 1316, 1372, 1326, 0, SMALL_ANGLE, IDLE, 1, 1
26064, 403666446,   8,  21,  11,   2,  -5,  -6,  -4,  -1,   1,  -9,  -3, 1343, 0.008, 880, 185, -208, 66, -80, -478, -89, 264, -218, 3729, 1357, 1317, 1359, 1339, 0, SMALL_ANGLE, IDLE, 1, 1
26080, 403682399,   1,  14,   1,   3,  -3,  -6,  -1,  -6,   1,  -9,  -3, 1349, 0.008, 880, 185, -208, 64,   5, -398, -33, -15, -224, 3945, 1346, 1346, 1362, 1342, 0, SMALL_ANGLE, IDLE, 1, 1
26096, 403698374,  -8,   4,   5,   2,  -2,  -6,  -5,  -5,   1,  -9,  -3, 1349, 0.000, 880, 185, -208, 59, 120, -278, -53,   0, -391, 4225, 1356, 1364, 1336, 1340, 0, SMALL_ANGLE, IDLE, 1, 1
26112, 403714299, -12,  -7,   4,   1,  -3,  -6,   1,  -6,   1,  -9,  -3, 1351, 0.000, 880, 185, -208, 59, 167, -136, -49, 123, -421, 4333, 1343, 1379, 1327, 1355, 0, SMALL_ANGLE, IDLE, 1, 1
26128, 403730233, -10, -14,  -6,   0,  -4,  -6,   1,  -2,   1,  -9,  -3, 1351, 0.000, 928, 218, -199, 56, 142, -59,  19, 106,  -1, 4434, 1328, 1392, 1334, 1350, 0, SMALL_ANGLE, IDLE, 1, 1
26144, 403746162,  -5, -15,  20,  -1,  -5,  -6,   4,  -3,   1,  -8,  -3, 1351, 0.000, 928, 218, -199, 56,  84, -25, -144,  40, 104, 4034, 1344, 1362, 1312, 1386, 0, SMALL_ANGLE, IDLE, 1, 1
26160, 403762075,   2, -10,  -4,  -1,  -6,  -5,   6,   4,   1,  -8,  -3, 1351, 0.000, 928, 218, -199, 54, -10, -79,   0, -172, 128, 4474, 1323, 1365, 1355, 1361, 0, SMALL_ANGLE, IDLE, 1, 1
26176, 403778019,  10,   1,  -9,   0,  -6,  -6,   4,   5,   1,  -6,  -4, 1351, 0.000, 928, 218, -199, 50, -109, -174,  28, -226,  24, 4124, 1322, 1352, 1380, 1350, 0, SMALL_ANGLE, IDLE, 1, 1
26192, 403793967,  14,  11,  13,   1,  -6,  -5,  -1,   7,   1,  -5,  -5, 1351, 0.000, 928, 218, -199, 50, -159, -269, -114, 170, -75, 4499, 1357, 1317, 1369, 1361, 0, SMALL_ANGLE, IDLE, 1, 1
26208, 403809913,  17,  16,  22,   3,  -4,  -5,  -2,   0,   1,  -4,  -5, 1351, 0.000, 928, 218, -199, 47, -192, -296, -171, -220, 176, 4882, 1362, 1304, 1364, 1374, 0, SMALL_ANGLE, IDLE, 1, 1
26224, 403825876,  15,  19,  -9,   4,  -3,  -4,  -3,  -1,   1,  -2,  -5, 1350, 0.000, 955, 205, -189, 47, -161, -295,  22,  -8, 153, 4990, 1336, 1332, 1394, 1338, 0, SMALL_ANGLE, IDLE, 1, 1
26240, 403841810,   8,  13,  11,   6,  -1,  -4,  -3,  -4,   1,  -2,  -5, 1350, 0.000, 955, 205, -189, 45, -87, -219, -107, 272, 336, 4372, 1354, 1324, 1362, 1360, 0, SMALL_ANGLE, IDLE, 1, 1
26256, 403857735,   4,   4, -17,   6,   0,  -4,  -6,  -6,   1,  -1,  -4, 1349, 0.000, 955, 205, -189, 41, -30, -80,  79, 179, -85, 4360, 1322, 1368, 1372, 1334, 0, SMALL_ANGLE, IDLE, 1, 1
26272, 403873692,  -1,  -7,  11,   6,  -1,  -4,  -3,  -7,   1,   0,  -4, 1349, 0.000, 955, 205, -189, 41,  34,  80, -93, 201,  82, 4312, 1339, 1355, 1329, 1373, 0, SMALL_ANGLE, IDLE, 1, 1
26288, 403889608,  -4, -14,   9,   6,  -2,  -4,  -4,  -3,   1,   0,  -4, 1349, 0.000, 955, 205, -189, 39,  70, 163, -84, 317, -46, 4646, 1337, 1365, 1323, 1371, 0, SMALL_ANGLE, IDLE, 1, 1
26304, 403905524,  -8, -16, -14,   5,  -3,  -4,  -3,   1,   1,   0,  -4, 1349, 0.000, 955, 205, -189, 37, 115, 195,  57, -12, -236, 4726, 1319, 1391, 1343, 1343, 0, SMALL_ANGLE, IDLE, 1, 1
26320, 403921463, -10, -14,   3,   5,  -5,  -4,  -2,   1,   1,   0,  -4, 1349, 0.000, 947, 186, -198, 37, 145, 161, -44,  46, -181, 4410, 1337, 1375, 1325, 1359, 0, SMALL_ANGLE, IDLE, 1, 1
26336, 403937397, -11,  -8,   8,   4,  -6,  -3,   0,   3,   1,   0,  -5, 1350, 0.000, 947, 186, -198, 36, 148,  96, -85,  26, 181, 4567, 1351, 1363, 1327, 1359, 0, SMALL_ANGLE, IDLE, 1, 1
26352, 403953340,  -8,   0,   5,   3,  -6,  -3,   2,   2,   1,   0,  -5, 1350, 0.000, 947, 186, -198, 36, 123,   1, -65, 182,  60, 4591, 1351, 1355, 1341, 1353, 0, SMALL_ANGLE, IDLE, 1, 1
26368, 403969264,  -5,   7,   1,   2,  -6,  -3,  -3,   5,   1,   0,  -5, 1350, 0.000, 947, 186, -198, 36,  85, -97, -43, -254, -235, 4800, 1360, 1352, 1352, 1336, 0, SMALL_ANGLE, IDLE, 1, 1
26384, 403985195,  -2,   8,  11,   2,  -5,  -2,   2,  -2,   1,   0,  -5, 1350, 0.008, 947, 186, -198, 36,  40, -106, -101, 194, -138, 4190, 1358, 1338, 1344, 1360, 0, SMALL_ANGLE, IDLE, 1, 1
26400, 404001125,   3,   5,  -3,   2,  -4,  -2,   2,  -3,   1,   0,  -5, 1350, 0.008, 947, 186, -198, 36, -20, -67, -16, 134, -102, 4597, 1336, 1350, 1360, 1354, 0, SMALL_ANGLE, IDLE, 1, 1
26416, 404017061,   7,   4,   9,   2,  -4,  -2,   2,   1,   1,   0,  -5, 1350, 0.017, 947, 186, -198, 32, -72, -54, -88, 213, 309, 4344, 1347, 1331, 1355, 1367, 0, SMALL_ANGLE, IDLE, 1, 1
26432, 404033009,   9,   4,   7,   3,  -3,  -1,   2,   2,   1,   0,  -5, 1350, 0.017, 940, 196, -203, 30, -93, -63, -80,  82, 317, 4506, 1345, 1327, 1361, 1367, 0, SMALL_ANGLE, IDLE, 1, 1
26448, 404048952,   8,   3,  -4,   4,  -3,  -1,  -5,   0,   1,   0,  -4, 1350, 0.017, 940, 196, -203, 30, -81, -48,  -5,  92, -110, 4415, 1338, 1348, 1362, 1352, 0, SMALL_ANGLE, IDLE, 1, 1
26464, 404064861,   7,   2,   1,   5,  -3,  -1,  -2,  -1,   1,   0,  -4, 1350, 0.008, 940, 196, -203, 28, -68, -29, -37,  73, -125, 4390, 1338, 1342, 1358, 1362, 0, SMALL_ANGLE, IDLE, 1, 1
26480, 404080792,   6,  -2,  11,   6,  -3,  -1,  -1,  -3,   1,   0,  -4, 1351, 0.008, 940, 196, -203, 28, -55,  24, -97, 204, 224, 4412, 1342, 1338, 1344, 1380, 0, SMALL_ANGLE, IDLE, 1, 1
26496, 404096728,   1,  -4,   1,   6,  -3,   0,  -3,   1,   1,   0,  -5, 1351, 0.000, 940, 196, -203, 27,   8,  45, -45, 396,  51, 4721, 1342, 1352, 1348, 1362, 0, SMALL_ANGLE, IDLE, 1, 1
26512, 404112665,  -3,  -5,   6,   6,  -4,   0,  -4,  -3,   1,   0,  -5, 1351, 0.000, 940, 196, -203, 27,  59,  52, -72, -160, 351, 4536, 1346, 1358, 1332, 1368, 0, SMALL_ANGLE, IDLE, 1, 1
26528, 404128616,  -6,  -7,   2,   5,  -4,   0,   0,  -3,   1,   0,  -5, 1351, 0.000, 948, 182, -204, 27,  90,  77, -50, -93, 281, 4598, 1340, 1364, 1334, 1366, 0, SMALL_ANGLE, IDLE, 1, 1
26544, 404144559,  -5,  -5,  -2,   5,  -5,   1,   2,   4,   1,   0,  -5, 1351, 0.000, 948, 182, -204, 23,  76,  59, -23, 292, 143, 4204, 1342, 1356, 1348, 1358, 0, SMALL_ANGLE, IDLE, 1, 1
26560, 404160504,   1,  -4,   5,   5,  -5,   0,   5,   0,   1,   0,  -5, 1351, 0.000, 948, 182, -204, 21,   0,  40, -69, -215,  65, 4237, 1336, 1344, 1348, 1376, 0, SMALL_ANGLE, IDLE, 1, 1
26576, 404176468,   6,  -3,   5,   5,  -5,   1,   3,   0,   1,   0,  -5, 1352, 0.000, 948, 182, -204, 21, -59,  33, -66, -30, -10, 4521, 1336, 1340, 1352, 1380, 0, SMALL_ANGLE, IDLE, 1, 1
26592, 404192384,  10,  -3,   3,   6,  -6,   1,  -2,   0,   1,   0,  -4, 1352, 0.000, 948, 182, -204, 16, -106,  33, -51,  89, 226, 4626, 1333, 1343, 1353, 1379, 0, SMALL_ANGLE, IDLE, 1, 1
26608, 404208325,  14,   0,  -4,   7,  -6,   1,  -1,   1,   1,   0,  -4, 1352, 0.000, 948, 182, -204, 16, -148,  -3,  -7, 253, 234, 4397, 1324, 1340, 1370, 1374, 0, SMALL_ANGLE, IDLE, 1, 1
26624, 404224282,  14,   8,   9,   8,  -5,   1,   2,   4,   1,   0,  -4, 1355, 0.000, 952, 181, -202, 13, -156, -101, -86, 213, 113, 4450, 1348, 1314, 1376, 1382, 0, SMALL_ANGLE, IDLE, 1, 1
26640, 404240216,  15,  12,   5,  10,  -4,   1,   0,   1,   1,   0,  -3, 1357, 0.000, 952, 181, -202, 11, -164, -153, -53, -253, -230, 4677, 1347, 1317, 1385, 1379, 0, SMALL_ANGLE, IDLE, 1, 1
26656, 404256146,  13,  16,   7,  11,  -3,   1,  -3,   2,   1,   0,  -3, 1359, 0.000, 952, 181, -202, 11, -139, -200, -65,  33, 127, 4148, 1361, 1315, 1387, 1373, 0, SMALL_ANGLE, IDLE, 1, 1
26672, 404272080,   8,  17,   3,  12,  -1,   2,  -1,   0,   1,   0,  -3, 1359, 0.000, 952, 181, -202, 7, -79, -208, -45, 114, 185, 4215, 1361, 1319, 1389, 1367, 0, SMALL_ANGLE, IDLE, 1, 1
26688, 404288024,   0,  13, -20,  12,   0,   1,  -5,  -3,   1,   0,  -3, 1359, 0.000, 952, 181, -202, 5,  27, -163,  97,  17, -85, 4605, 1343, 1361, 1395, 1337, 0, SMALL_ANGLE, IDLE, 1, 1
26704, 404303955, -11,   6,  -4,  12,   1,   0,  -3,  -5,   1,   0,  -3, 1360, 0.000, 952, 181, -202, 5, 151, -86,  -3,  88, -349, 4596, 1360, 1364, 1364, 1352, 0, SMALL_ANGLE, IDLE, 1, 1
26720, 404319912, -16,   0,  -6,  10,   1,   0,  -2,  -5,   1,   0,  -3, 1360, 0.000, 952, 181, -202, 0, 213,  -1,  14, 432,  32, 4402, 1358, 1378, 1354, 1350, 0, SMALL_ANGLE, IDLE, 1, 1
26736, 404335858, -22,  -7,   0,   9,   1,   0,  -4,  -2,   1,   0,  -3, 1359, 0.000, 964, 181, -203, 0, 288,  86, -25, 197, -348, 4776, 1368, 1384, 1334, 1350, 0, SMALL_ANGLE, IDLE, 1, 1
26752, 404351816, -22, -11,  -6,   7,   0,   0,  -1,  -1,   1,   0,  -3, 1359, 0.000, 964, 181, -203, -3, 295, 130,  13, 178, -106, 4523, 1357, 1393, 1337, 1349, 0, SMALL_ANGLE, IDLE, 1, 1
26768, 404367757, -16, -10,  -1,   5,  -1,  -1,   5,  -3,   1,   0,  -3, 1359, 0.000, 964, 181, -203, -5, 218, 118, -16, -120, 263, 4486, 1349, 1381, 1341, 1365, 0, SMALL_ANGLE, IDLE, 1, 1
26784, 404383672,  -4,  -4,   4,   4,  -2,  -1,   7,   5,   1,   0,  -3, 1358, 0.000, 964, 181, -203, -5,  66,  44, -49, 215, 176, 4379, 1353, 1349, 1361, 1369, 0, SMALL_ANGLE, IDLE, 1, 1
26800, 404399608,   3,   1,  -4,   4,  -2,  -2,   3,   5,   1,   0,  -4, 1358, 0.000, 964, 181, -203, -9, -20, -24,  -4, 253, 315, 4571, 1346, 1350, 1378, 1358, 0, SMALL_ANGLE, IDLE, 1, 1
26816, 404415555,  10,   8, -10,   4,  -1,  -2,   3,   4,   1,   0,  -4, 1358, 0.000, 964, 181, -203, -12, -110, -111,  34, 113,  72, 4592, 1340, 1342, 1398, 1352, 0, SMALL_ANGLE, IDLE, 1, 1
26832, 404431498,  13,  11, -16,   5,   0,  -3,   0,   4,   1,   0,  -4, 1358, 0.000, 955, 217, -203, -12, -137, -147,  70, 372,  67, 4935, 1336, 1344, 1410, 1342, 0, SMALL_ANGLE, IDLE, 1, 1
26848, 404447439,   9,  10, -21,   6,   1,  -4,  -1,  -3,   1,   0,  -4, 1358, 0.000, 955, 217, -203, -14, -90, -134, 100, 135, -1022, 4780, 1327, 1361, 1405, 1339, 0, SMALL_ANGLE, IDLE, 1, 1
26864, 404463373,   1,   6,  -9,   7,   1,  -5,  -5,  -2,   1,   0,  -4, 1358, 0.000, 955, 217, -203, -14,   6, -82,  30, 784, -2237, 4743, 1346, 1364, 1380, 1342, 0, SMALL_ANGLE, IDLE, 1, 1
26880, 404479317,  -9,  -1,  -4,   7,   2,  -5,  -5,  -2,   1,   0,  -4, 1358, 0.000, 955, 217, -203, -18, 131,  12,  -1, 289, -806, 4673, 1355, 1375, 1359, 1343, 0, SMALL_ANGLE, IDLE, 1, 1
26896, 404495267, -19,  -8,  -6,   5,   1,  -5,  -2,  -3,   1,   0,  -4, 1358, 0.000, 955, 217, -203, -20, 244,  89,  12, 847, -3225, 4246, 1353, 1395, 1343, 1341, 0, SMALL_ANGLE, IDLE, 1, 1
26912, 404511181, -23, -14,  -4,   3,   0,  -6,  -2,   2,   1,   0,  -4, 1358, 0.000, 955, 217, -203, -20, 296, 162,  -6, 481, -931, 4407, 1358, 1402, 1334, 1338, 0, SMALL_ANGLE, IDLE, 1, 1
26928, 404527137, -21, -15, -10,   1,  -2,  -6,   3,   0,   1,   0,  -4, 1358, 0.000, 973, 237, -206, -22, 272, 181,  33, 146, -198, 4059, 1342, 1408, 1340, 1342, 0, SMALL_ANGLE, IDLE, 1, 1
26944, 404543077, -11, -11,  -1,  -1,  -3,  -6,   6,   4,   1,   0,  -4, 1358, 0.000, 973, 237, -206, -26, 156, 124, -20, 211, 106, 4287, 1347, 1381, 1349, 1355, 0, SMALL_ANGLE, IDLE, 1, 1
26960, 404559034,   1,  -4,   1,  -1,  -4,  -7,   7,   6,   1,   0,  -3, 1358, 0.000, 973, 237, -206, -26,   6,  45, -32, 315, 155, 4493, 1343, 1359, 1369, 1361, 0, SMALL_ANGLE, IDLE, 1, 1
26976, 404574950,  10,   2,   6,   0,  -4,  -7,   4,   4,   1,   0,  -3, 1358, 0.000, 973, 237, -206, -29, -106, -32, -62, -68,  87, 4031, 1345, 1343, 1375, 1369, 0, SMALL_ANGLE, IDLE, 1, 1
26992, 404590884,  15,   8, -23,   1,  -3,  -8,   0,   0,   1,   0,  -3, 1358, 0.000, 973, 237, -206, -29, -171, -100, 119, -58, -10, 4589, 1316, 1368, 1410, 1338, 0, SMALL_ANGLE, IDLE, 1, 1
27008, 404606807,  12,  11,  -8,   2,  -2,  -9,  -3,   0,   1,   0,  -3, 1358, 0.000, 973, 237, -206, -31, -134, -137,  29,  92, -179, 4448, 1339, 1355, 1395, 1343, 0, SMALL_ANGLE, IDLE, 1, 1
27024, 404622738,   4,   6,  -9,   3,  -1,  -9,  -8,  -3,   1,   0,  -1, 1358, 0.000, 973, 237, -206, -32, -28, -85,  44, 118, -707, 3680, 1343, 1375, 1377, 1337, 0, SMALL_ANGLE, IDLE, 1, 1
27040, 404638692,  -5,  -1, -18,   3,  -1, -10,  -8,  -3,   1,   0,  -1, 1358, 0.000, 964, 186, -211, -32,  84,   7, 103,  14, -323, 4574, 1335, 1401, 1371, 1325, 0, SMALL_ANGLE, IDLE, 1, 1
27056, 404654636, -10,  -8, -17,   2,  -2, -10,  -1,  -7,   0,   0,  -1, 1358, 0.000, 964, 186, -211, -36, 113,  95,  93, 287, -668, 4497, 1323, 1411, 1359, 1339, 0, SMALL_ANGLE, IDLE, 1, 1
27072, 404670569, -12, -14,   7,   1,  -3, -10,  -4,  -3,   0,   0,   0, 1358, 0.000, 964, 186, -211, -38, 142, 166, -50,  41, -287, 4334, 1350, 1396, 1326, 1360, 0, SMALL_ANGLE, IDLE, 1, 1
27088, 404686483,  -7, -13, -14,   0,  -4, -10,   3,  -2,   1,   0,  -1, 1358, 0.000, 964, 186, -211, -38, 106, 159,  73, -100, -175, 4650, 1319, 1405, 1359, 1349, 0, SMALL_ANGLE, IDLE, 1, 1
27104, 404702428,   0, -11,   0,   0,  -5, -10,   3,   1,   1,   0,  -2, 1358, 0.053, 964, 186, -211, -39,  13, 126, -16,  77, -91, 4631, 1330, 1380, 1356, 1366, 0, SMALL_ANGLE, IDLE, 1, 1
27120, 404718344,   7,  -5,  -3,   0,  -6, -11,   3,   1,   1,   0,  -2, 1358, 0.053, 964, 186, -211, -39, -74,  62,   5,  56,  97, 4639, 1324, 1372, 1372, 1364, 0, SMALL_ANGLE, IDLE, 1, 1
27136, 404734288,  15,   1,  -6,   2,  -6, -11,   3,   0,   1,   0,  -1, 1358, 0.000, 957, 217, -208, -43, -162, -26,  31, 279,  10, 4658, 1316, 1360, 1390, 1366, 0, SMALL_ANGLE, IDLE, 1, 1
27152, 404750219,  12,   9,   0,   3,  -5, -12,  -3,   2,   1,   0,   2, 1358, 0.000, 957, 217, -208, -45, -132, -119,   5, 182, 510, 4793, 1340, 1352, 1388, 1352, 0, SMALL_ANGLE, IDLE, 1, 1
27168, 404766165,   4,  11, -12,   4,  -4, -12,  -4,  -5,   0,   0,   5, 1358, 0.000, 957, 217, -208, -45, -52, -143, 100, -49, 223, 4306, 1332, 1376, 1388, 1336, 0, SMALL_ANGLE, IDLE, 1, 1
27184, 404782116,  -5,  12,  23,   4,  -3, -12,  -5,   1,   0,   0,   6, 1355, 0.000, 957, 217, -208, -50,  56, -159, -108, 127,  83, 4895, 1382, 1340, 1348, 1350, 0, SMALL_ANGLE, IDLE, 1, 1
27200, 404798050, -10,   8,  17,   3,  -2, -11,   0,   0,   0,   0,   6, 1355, 0.000, 957, 217, -208, -53, 118, -109, -75, 222, 349, 4842, 1374, 1350, 1348, 1348, 0, SMALL_ANGLE, IDLE, 1, 1
27216, 404813946, -14,   5,   2,   2,  -1, -11,   0,  -1,   0,   0,   5, 1352, 0.000, 957, 217, -208, -53, 163, -66,  15, 182, 170, 4883, 1358, 1370, 1352, 1328, 0, SMALL_ANGLE, IDLE, 1, 1
27232, 404829893, -10,   0,   0,   1,  -1, -11,   4,   0,   0,   0,   2, 1344, 0.000, 948, 187, -219, -55, 113, -11,   9, 301, 143, 4599, 1337, 1361, 1349, 1329, 0, SMALL_ANGLE, IDLE, 1, 1
27248, 404845816,  -9,  -3,  -3,   0,  -1, -11,   0,   0,  -1,   0,  -2, 1340, 0.000, 948, 187, -219, -55,  83,  39,   7,  64, -89, 4594, 1331, 1367, 1341, 1321, 0, SMALL_ANGLE, IDLE, 1, 1
27264, 404861736,  -3,  -1,  -3,  -1,  -2, -11,   0,   2,  -1,   0,  -2, 1340, 0.000, 948, 187, -219, -59,   7,  12,   6,  22, -113, 5043, 1329, 1359, 1349, 1323, 0, SMALL_ANGLE, IDLE, 1, 1
27280, 404877667,  -2,  -3,   9,  -1,  -2, -11,   2,  -2,  -3,   0,  -6, 1334, 0.000, 948, 187, -219, -62, -62,  35, -94,  -2, 110, 4452, 1326, 1344, 1328, 1338, 0, SMALL_ANGLE, IDLE, 1, 1
27296, 404893594,   3,  -3,   9,  -1,  -2, -11,   1,  -3,  -4,   0,  -7, 1334, 0.000, 948, 187, -219, -62, -144,  39, -107,  -5, 172, 4600, 1321, 1341, 1331, 1343, 0, SMALL_ANGLE, IDLE, 1, 1
27312, 404909553,   4,  -1, -10,   0,  -2, -10,  -2,   2,  -5,   0,  -7, 1335, 0.000, 948, 187, -219, -64, -186,   6,  16, 337, 285, 4453, 1312, 1354, 1356, 1318, 0, SMALL_ANGLE, IDLE, 1, 1
27328, 404925497,   8,   1,  13,   0,  -2, -10,   2,   2,  -5,   0,  -7, 1334, 0.000, 948, 187, -219, -64, -225, -17, -127, 450, 247, 4299, 1328, 1320, 1342, 1346, 0, SMALL_ANGLE, IDLE, 1, 1
27344, 404941419,   9,   0,  11,   1,  -2,  -9,   0,  -3,  -5,   0,  -7, 1334, 0.000, 941, 195, -225, -65, -243,  -5, -112, 408, 223, 4331, 1321, 1327, 1337, 1351, 0, SMALL_ANGLE, IDLE, 1, 1
